CO,JUR,CNTYNAME,DATE,PLACE,OFFICE,AREA,TERM,LASTNAME,FIRSTNAME,BALDESIG,INCUMB,CAND#,VOTES,TOTVOTES,PERCENT,ELECTED
36,3,SAN BERNARDINO,1995-11-07,San Bernardino County Office of Education,School Board,3.0,Full,Loredo,Rosa,Library Media Clerk,No,2,4461,11196,0.398,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino County Office of Education,School Board,5.0,Full,Miller,Stephen E.,Governing Board Member Yucaipa School Board,No,2,16907,27111,0.624,Yes
36,3,SAN BERNARDINO,1995-11-07,San Bernardino County Office of Education,School Board,5.0,Full,Law,Helen M.,Incumbent,Yes,2,10204,27111,0.376,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Gresham,Allen B.,"Governing Board Member, SBCC",Yes,10,22005,141829,0.155,Yes
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Valles,Judith,Incumbent,Yes,10,20834,141829,0.147,Yes
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Beeman,Charles H.,"Governing Board Member, SBCC",Yes,10,18478,141829,0.13,Yes
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,"Lockwood, Jr.",Carleton W.,Incumbent,Yes,10,17555,141829,0.124,Yes
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Rusk,Donald M.,Educator Businessman,No,10,14947,141829,0.105,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Reynolds,Mike L.,Police Officer,No,10,13138,141829,0.093,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Lee,Keith P.,"Director, Job Training",No,10,13004,141829,0.092,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Valdez,Elsa O.,Doctor of Philosophy,No,10,8218,141829,0.058,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Quinto,Ray R.,No Ballot Designation,No,10,7578,141829,0.053,No
36,3,SAN BERNARDINO,1995-11-07,San Bernardino Community College ,School Board,,Full,Duffy,G. Harold,Sr. Administrative Analyst,No,10,6072,141829,0.043,No
36,3,SAN BERNARDINO,1995-11-07,Silver Valley Unified ,School Board,2.0,Full,Scoggins,Ruby C.,Incumbent,Yes,2,339,576,0.589,Yes
36,3,SAN BERNARDINO,1995-11-07,Silver Valley Unified ,School Board,2.0,Full,Von Badinski,Carl,Retired,No,2,237,576,0.411,No
36,3,SAN BERNARDINO,1995-11-07,Silver Valley Unified ,School Board,3.0,Full,Howard,Laurie,Homemaker,No,2,340,542,0.627,Yes
36,3,SAN BERNARDINO,1995-11-07,Silver Valley Unified ,School Board,3.0,Full,Driskell,Jean,Retired,Yes,2,202,542,0.373,No
36,3,SAN BERNARDINO,1995-11-07,Snowline Joint Unified ,School Board,,Full,Postmus,Bill,Sheriff's Lieutenant,No,3,1069,3112,0.344,Yes
36,3,SAN BERNARDINO,1995-11-07,Snowline Joint Unified ,School Board,,Full,Pratt,Glen G.,Sheriff's Captain,No,3,1044,3112,0.335,Yes
36,3,SAN BERNARDINO,1995-11-07,Snowline Joint Unified ,School Board,,Full,Wells,Marilyn K.,Incumbent,Yes,3,999,3112,0.321,No
36,3,SAN BERNARDINO,1995-11-07,Trona Joint Unified ,School Board,,Full,Schuyler,Audrey J.,Water Company Manager,Yes,5,234,897,0.261,Yes
36,3,SAN BERNARDINO,1995-11-07,Trona Joint Unified ,School Board,,Full,Sprouse,Edward J.,Supervisor,Yes,5,229,897,0.255,Yes
36,3,SAN BERNARDINO,1995-11-07,Trona Joint Unified ,School Board,,Full,Paulsen,Nolan,Mechanical Engineer,No,5,209,897,0.233,No
36,3,SAN BERNARDINO,1995-11-07,Trona Joint Unified ,School Board,,Full,King,Karen,No Ballot Designation,No,5,157,897,0.175,No
36,3,SAN BERNARDINO,1995-11-07,Trona Joint Unified ,School Board,,Full,Langston,William R.,Minister,No,5,68,897,0.076,No
36,3,SAN BERNARDINO,1995-11-07,Upland Unified ,School Board,,Full,Woolum,Jim,"Governing Board Member, UUSD",Yes,3,2219,5742,0.386,Yes
36,3,SAN BERNARDINO,1995-11-07,Upland Unified ,School Board,,Full,Tashjian,Kegham S.,"Governing Board Member, UUSD",Yes,3,1768,5742,0.308,Yes
36,3,SAN BERNARDINO,1995-11-07,Upland Unified ,School Board,,Full,Fox,Woody,Certified Public Accountant,No,3,1755,5742,0.306,No
36,3,SAN BERNARDINO,1995-11-07,Victor Elementary ,School Board,,Full,Bowers,Sharon D.,Incumbent,Yes,4,1867,6231,0.3,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Elementary ,School Board,,Full,Pringle,Willie Davis,Appointed Incumbent,Yes,4,1788,6231,0.287,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Elementary ,School Board,,Full,Dew,Lionel M.,Retired Military/Businessman,No,4,1558,6231,0.25,No
36,3,SAN BERNARDINO,1995-11-07,Victor Elementary ,School Board,,Full,Milne,Denise L.,Women's Program Director,No,4,1018,6231,0.163,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Elder II,Thomas M.,Educator,Yes,10,6513,34734,0.188,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Moore,Maxine,Incumbent,Yes,10,5717,34734,0.165,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Eng,Samuel C.,"President, Computer Company",No,10,5198,34734,0.15,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Hallmark,Henry E. (Hank),Business Owner,No,10,4770,34734,0.137,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Ruffin,Nathaniel (Nate),Counselor/Pastor,No,10,4293,34734,0.124,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Cangas,Anita,Doctor of Education,No,10,2814,34734,0.081,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Stater,Carollee,No Ballot Designation,No,10,2537,34734,0.073,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Trejo,Eleanor M.,Vocational Rehabilitation Couns.,No,10,1636,34734,0.047,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Mobbley,Ross P.,Service Representative,No,10,650,34734,0.019,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Community College ,School Board,,Full,Kingston,Bradley Leland,No Ballot Designation,No,10,606,34734,0.017,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Union High,School Board,,Full,Davis,Mike Alan,Incumbent,Yes,5,2225,7658,0.291,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Union High,School Board,,Full,Dew,Barbara James,Educator,No,5,1848,7658,0.241,Yes
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Union High,School Board,,Full,Cox,Charles Steven,Appointed Incumbent,Yes,5,1640,7658,0.214,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Union High,School Board,,Full,Taylor,Todd Wingard,Educator,No,5,1209,7658,0.158,No
36,3,SAN BERNARDINO,1995-11-07,Victor Valley Union High,School Board,,Full,Gallimore,Alvin,Educator,No,5,736,7658,0.096,No
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Stranger,Bob,Incumbent,Yes,6,2079,10911,0.191,Yes
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Carlson,Bill,Retired Parole Supervisor,No,6,1907,10911,0.175,Yes
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Watson,Beth,Community Volunteer,No,6,1829,10911,0.168,Yes
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Brown,Sue,Public School Principal,No,6,1824,10911,0.167,No
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Leja,Patricia L.,Civil Engineer,No,6,1774,10911,0.163,No
36,3,SAN BERNARDINO,1995-11-07,Yucaipa-Calimesa Joint Unified  ,School Board,,Full,Voss,Dirk,Public Safety Officer,No,6,1498,10911,0.137,No
37,3,SAN DIEGO,1995-03-07,Mountain Empire Unified,School Board,6.0,Short,Papin,Patrick,Professor of Physics,No,4,332,780,0.426,Yes
37,3,SAN DIEGO,1995-03-07,Mountain Empire Unified,School Board,6.0,Short,Miller,Jerry,Retired Educator,No,4,234,780,0.3,No
37,3,SAN DIEGO,1995-03-07,Mountain Empire Unified,School Board,6.0,Short,Brickman,J. Brand,Physician/Educator,No,4,144,780,0.185,No
37,3,SAN DIEGO,1995-03-07,Mountain Empire Unified,School Board,6.0,Short,Ray-Rogers,Patti,Educator,No,4,70,780,0.09,No
39,3,SAN JOAQUIN,1995-11-07,Ripon Unified ,School Board,2.0,Full,Kuil,Dale,Incumbent,Yes,2,1170,1895,0.617,Yes
39,3,SAN JOAQUIN,1995-11-07,Ripon Unified ,School Board,2.0,Full,Geralds,Cliff,Business Owner,No,2,725,1895,0.383,No
40,3,SAN LUIS OBISPO,1995-06-06,Atascadero Unified ,School Board,1.0,Short,Scrivner,Suzette L.,Bookkeeper,No,3,2003,3421,0.586,Yes
40,3,SAN LUIS OBISPO,1995-06-06,Atascadero Unified ,School Board,1.0,Short,LaSalle,Emile,Retired Educator,No,3,1034,3421,0.302,No
40,3,SAN LUIS OBISPO,1995-06-06,Atascadero Unified ,School Board,1.0,Short,Austin,Thomas D.,Psychiatric Technician,No,3,359,3421,0.105,No
40,3,SAN LUIS OBISPO,1995-11-07,Cayucos Elementary ,School Board,,Short,Lewis,Jan,Special Education Aide,No,4,395,1102,0.358,Yes
40,3,SAN LUIS OBISPO,1995-11-07,Cayucos Elementary ,School Board,,Short,Fauchier,Randy,Business Owner,No,4,324,1102,0.294,Yes
40,3,SAN LUIS OBISPO,1995-11-07,Cayucos Elementary ,School Board,,Short,Maffioli,Cary,Business Owner,No,4,216,1102,0.196,No
40,3,SAN LUIS OBISPO,1995-11-07,Cayucos Elementary ,School Board,,Short,Gibson,Bruce,Citrus Grower,No,4,167,1102,0.152,No
41,3,SAN MATEO,1995-11-07,Burlingame ,School Board,,Full,Glick,Steven,Incumbent,Yes,3,2579,6357,0.406,Yes
41,3,SAN MATEO,1995-11-07,Burlingame ,School Board,,Full,Pangrazio,Kristi A.,Incumbent,Yes,3,2035,6357,0.32,Yes
41,3,SAN MATEO,1995-11-07,Burlingame ,School Board,,Full,Hagey,Russ,Management Consultant,No,3,1707,6357,0.269,No
41,3,SAN MATEO,1995-11-07,Millbrae Elementary ,School Board,,Full,Lepore,Art,Incumbent,Yes,3,3300,7526,0.438,Yes
41,3,SAN MATEO,1995-11-07,Millbrae Elementary ,School Board,,Full,Fritz,Hal,Incumbent,Yes,3,2278,7526,0.303,Yes
41,3,SAN MATEO,1995-11-07,Millbrae Elementary ,School Board,,Full,Lynch,John J.,Retired School Administrator,No,3,1935,7526,0.257,No
41,3,SAN MATEO,1995-11-07,Redwood City Elementary,School Board,,Full,Bohl,Chris,Registered Financial Consultant,No,4,7095,23602,0.301,Yes
41,3,SAN MATEO,1995-11-07,Redwood City Elementary,School Board,,Full,Finlay,Doug,Software Executive,No,4,6901,23602,0.292,Yes
41,3,SAN MATEO,1995-11-07,Redwood City Elementary,School Board,,Full,Gonzalez,Magda,Incumbent,Yes,4,5489,23602,0.233,Yes
41,3,SAN MATEO,1995-11-07,Redwood City Elementary,School Board,,Full,Christy,Lisa,"Artist, Community Volunteer",No,4,4065,23602,0.172,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Constantino,Thomas L.,Incumbent,Yes,9,40006,219427,0.182,Yes
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Schwarz,Karen,Finance/Personnel Officer,No,9,32136,219427,0.146,Yes
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Miljanich,Patricia,"Director, Children's Agency",No,9,30846,219427,0.141,Yes
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Hoffman,Aron H.,Certified Public Accountant,No,9,27761,219427,0.127,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Crawford,Holly,Educator,No,9,22864,219427,0.104,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Rhodes,Bill,Retired Teacher,No,9,21630,219427,0.099,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Conlow,Brian,Small Business Owner,No,9,19522,219427,0.089,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Preger,Dennis,Businessman,No,9,16414,219427,0.075,No
41,3,SAN MATEO,1995-11-07,San Mateo County Community College,School Board,,Full,Foster,Larry,Administrator/Professor/Broker,No,9,7943,219427,0.036,No
41,3,SAN MATEO,1995-11-07,San Mateo Union High,School Board,,Full,Vranes,Diane J.,Educator,No,4,18688,58217,0.321,Yes
41,3,SAN MATEO,1995-11-07,San Mateo Union High,School Board,,Full,Cohn-Lyle,Marcia,Educator,No,4,17426,58217,0.299,Yes
41,3,SAN MATEO,1995-11-07,San Mateo Union High,School Board,,Full,Lennon,Michael F.,Appointed Incumbent,Yes,4,17017,58217,0.292,No
41,3,SAN MATEO,1995-11-07,San Mateo Union High,School Board,,Full,Lauer,Charles R.,Purchasing Manager,No,4,4962,58217,0.085,No
41,3,SAN MATEO,1995-11-07,San Mateo-Foster City,School Board,,Full,Roos,John,School Board Member,No,3,15094,33940,0.445,Yes
41,3,SAN MATEO,1995-11-07,San Mateo-Foster City,School Board,,Full,Simpson,Terri S.,Incumbent,Yes,3,12335,33940,0.363,Yes
41,3,SAN MATEO,1995-11-07,San Mateo-Foster City,School Board,,Full,Oiwa,Steven,Senior Electronic Technician,No,3,6386,33940,0.188,No
41,3,SAN MATEO,1995-11-07,Woodside Elementary,School Board,,Full,Nolan,Ann Porto,Incumbent,Yes,3,742,1927,0.385,Yes
41,3,SAN MATEO,1995-11-07,Woodside Elementary,School Board,,Full,Brown,Heidi,Incumbent,Yes,3,733,1927,0.38,Yes
41,3,SAN MATEO,1995-11-07,Woodside Elementary,School Board,,Full,Maahs,David R.,Dentist,No,3,448,1927,0.232,No
43,3,SANTA CLARA,1995-11-07,Alum Rock Union Elementary ,School Board,,Short,Alexander,Anthony (Tony),Grocery Clerk-Manager,No,3,2159,3310,0.652,Yes
43,3,SANTA CLARA,1995-11-07,Alum Rock Union Elementary ,School Board,,Short,Renteria,Thomas E.,Operations Analyst Engineer,No,3,967,3310,0.292,No
43,3,SANTA CLARA,1995-11-07,Alum Rock Union Elementary ,School Board,,Short,Rodarte,Florencio V.,Medical Admissions Clerk,No,3,184,3310,0.056,No
43,3,SANTA CLARA,1995-11-07,Cupertino Union ,School Board,,Full,Pabst,Roberta,Homemaker,No,4,8105,26435,0.307,Yes
43,3,SANTA CLARA,1995-11-07,Cupertino Union ,School Board,,Full,Chang,Barry,Businessman,No,4,7730,26435,0.292,Yes
43,3,SANTA CLARA,1995-11-07,Cupertino Union ,School Board,,Full,Bettencourt,Harry A.,Educator,No,4,7118,26435,0.269,No
43,3,SANTA CLARA,1995-11-07,Cupertino Union ,School Board,,Full,Henningsen,Michael J.,Businessman,No,4,3482,26435,0.132,No
43,3,SANTA CLARA,1995-11-07,Foothill-DeAnza Community College,School Board,,Full,Mason,Mary,Incumbent,Yes,4,29763,104315,0.285,Yes
43,3,SANTA CLARA,1995-11-07,Foothill-DeAnza Community College,School Board,,Full,Sandoval,Dolores Dolly,Educator/College Trustee,No,4,28582,104315,0.274,Yes
43,3,SANTA CLARA,1995-11-07,Foothill-DeAnza Community College,School Board,,Full,Moss,Judith,Incumbent,Yes,4,28542,104315,0.274,Yes
43,3,SANTA CLARA,1995-11-07,Foothill-DeAnza Community College,School Board,,Full,Murray,Kevin L.,College Instructor,No,4,17428,104315,0.167,No
43,3,SANTA CLARA,1995-11-07,Palo Alto Unified ,School Board,,Full,Tuomy,John,CEO Networking Company,No,5,10214,42186,0.242,Yes
43,3,SANTA CLARA,1995-11-07,Palo Alto Unified ,School Board,,Full,Richardson,Susie,Incumbent,Yes,5,9828,42186,0.233,Yes
43,3,SANTA CLARA,1995-11-07,Palo Alto Unified ,School Board,,Full,Way,Don,Incumbent,Yes,5,9716,42186,0.23,Yes
43,3,SANTA CLARA,1995-11-07,Palo Alto Unified ,School Board,,Full,Maples,Jim,Computer Software Consultant,No,5,6247,42186,0.148,No
43,3,SANTA CLARA,1995-11-07,Palo Alto Unified ,School Board,,Full,Feinstein,Kate,No Ballot Designation,No,5,6181,42186,0.147,No
43,3,SANTA CLARA,1995-11-07,Sunnyvale Elementary,School Board,,Full,Lee,Jessica,Computer Consultant,No,5,3449,8493,0.406,Yes
43,3,SANTA CLARA,1995-11-07,Sunnyvale Elementary,School Board,,Full,Newkirk,Nancy A.,Early Childhood Educator,No,5,3276,8493,0.386,Yes
43,3,SANTA CLARA,1995-11-07,Sunnyvale Elementary,School Board,,Full,Roberts,Bob,Businessman,No,5,2653,8493,0.312,No
43,3,SANTA CLARA,1995-11-07,Sunnyvale Elementary,School Board,,Full,Moreno,Sal,Health Educator,No,5,1357,8493,0.16,No
43,3,SANTA CLARA,1995-11-07,Sunnyvale Elementary,School Board,,Full,Hassan,Solomon,Businessman/Manufacturing Coord.,No,5,858,8493,0.101,No
45,3,SHASTA,1995-11-07,Anderson Union High,School Board,,Full,Sippel,Marj,Incumbent,Yes,4,1549,4486,0.345,Yes
45,3,SHASTA,1995-11-07,Anderson Union High,School Board,,Full,Farrar,Michael K.,Incumbent,Yes,4,1245,4486,0.274,Yes
45,3,SHASTA,1995-11-07,Anderson Union High,School Board,,Full,Burdett,Paul A.,"Trustee, Cascade USD",No,4,1004,4486,0.223,No
45,3,SHASTA,1995-11-07,Anderson Union High,School Board,,Full,Dickison,Don R.,Insurance Agent,No,4,688,4486,0.153,No
45,3,SHASTA,1995-11-07,Columbia Elementary,School Board,,Full,Richter,Cathy R.,Homemaker,No,3,411,928,0.443,Yes
45,3,SHASTA,1995-11-07,Columbia Elementary,School Board,,Full,Weatherill,Fred,Incumbent,Yes,3,321,928,0.346,Yes
45,3,SHASTA,1995-11-07,Columbia Elementary,School Board,,Full,Patterson,Michael P.,Journeyman Electrician,No,3,196,928,0.211,No
45,3,SHASTA,1995-11-07,Enterprise ,School Board,,Full,Cobb,Sherryl A.,Incumbent,Yes,3,1057,2741,0.386,Yes
45,3,SHASTA,1995-11-07,Enterprise ,School Board,,Full,Valles,Gloria E.,Incumbent,Yes,3,849,2741,0.31,Yes
45,3,SHASTA,1995-11-07,Enterprise ,School Board,,Full,Spafford,Kregg D.,Insurance Agent,No,3,835,2741,0.305,No
45,3,SHASTA,1995-11-07,Gateway Unified ,School Board,4.0,Full,Thomas,Rose,Incumbent/School Sec.-Bkkpr,Yes,3,615,1440,0.427,Yes
45,3,SHASTA,1995-11-07,Gateway Unified ,School Board,4.0,Full,Estrada,Chris,Financial Development Director,No,3,513,1440,0.356,No
45,3,SHASTA,1995-11-07,Gateway Unified ,School Board,4.0,Full,Sains,Jim,Employment Placement Specialist,No,3,312,1440,0.217,No
45,3,SHASTA,1995-11-07,Indian Springs ,School Board,,Full,Wakefield,Douglas T.,No Ballot Designation,No,3,52,112,0.464,Yes
45,3,SHASTA,1995-11-07,Indian Springs ,School Board,,Full,Kester,Frank L.,Appointed Incumbent,Yes,3,35,112,0.313,Yes
45,3,SHASTA,1995-11-07,Indian Springs ,School Board,,Full,McKinney,Lynn,Incumbent,Yes,3,25,112,0.223,No
45,3,SHASTA,1995-11-07,Millville Elementary ,School Board,,Full,Oilar,Chad E.,Teacher/Rancher,No,3,208,496,0.419,Yes
45,3,SHASTA,1995-11-07,Millville Elementary ,School Board,,Full,Santos,Jim,Incumbent,Yes,3,147,496,0.296,Yes
45,3,SHASTA,1995-11-07,Millville Elementary ,School Board,,Full,Ellis,Deborah Faye,Incumbent,Yes,3,141,496,0.284,No
45,3,SHASTA,1995-11-07,Oak Run Elementary ,School Board,,Full,Dowd,Randy,Incumbent,Yes,3,82,212,0.387,Yes
45,3,SHASTA,1995-11-07,Oak Run Elementary ,School Board,,Full,Barbich,Steve,Grocery Store Manager,No,3,74,212,0.349,Yes
45,3,SHASTA,1995-11-07,Oak Run Elementary ,School Board,,Full,Engh,Jeannie,Incumbent,Yes,3,56,212,0.264,No
45,3,SHASTA,1995-11-07,Pacheco Union ,School Board,,Full,Lewis,Gary A.,Community College Instructor,No,3,427,1041,0.41,Yes
45,3,SHASTA,1995-11-07,Pacheco Union ,School Board,,Full,Harvey,Julie,Elementary School Teacher,No,3,389,1041,0.374,Yes
45,3,SHASTA,1995-11-07,Pacheco Union ,School Board,,Full,Passmore,Debbie,Graphic Artist,No,3,225,1041,0.216,No
45,3,SHASTA,1995-11-07,Redding Elementary ,School Board,,Full,Morehouse,Sue,Dietitian,No,3,1391,3974,0.35,Yes
45,3,SHASTA,1995-11-07,Redding Elementary ,School Board,,Full,Gordon,Scott,Incumbent,Yes,3,1314,3974,0.331,Yes
45,3,SHASTA,1995-11-07,Redding Elementary ,School Board,,Full,Chord,Lauralyne,Appointed Incumbent,Yes,3,1269,3974,0.319,No
45,3,SHASTA,1995-11-07,Shasta County Office of Education,School Board,1.0,Full,Gerard,Diane,Incumbent,Yes,2,3423,5176,0.661,Yes
45,3,SHASTA,1995-11-07,Shasta County Office of Education,School Board,1.0,Full,McCallister,Steve,Pastor/Small Businessman,No,2,1753,5176,0.339,No
45,3,SHASTA,1995-11-07,Shasta Union High,School Board,,Full,Anderson,Diana L.,Incumbent,Yes,5,3516,12626,0.278,Yes
45,3,SHASTA,1995-11-07,Shasta Union High,School Board,,Full,Johnson,Bill,Educator,No,5,2942,12626,0.233,Yes
45,3,SHASTA,1995-11-07,Shasta Union High,School Board,,Full,Riley,Sally,Homemaker,No,5,2132,12626,0.169,No
45,3,SHASTA,1995-11-07,Shasta Union High,School Board,,Full,Schack,Alice,Computer Business Owner,No,5,2111,12626,0.167,No
45,3,SHASTA,1995-11-07,Shasta Union High,School Board,,Full,Jarrett,Tom,No Ballot Designation,No,5,1925,12626,0.152,No
45,3,SHASTA,1995-11-07,Shasta Union ,School Board,,Full,Edenburn,Jerry,Appointed Incumbent,Yes,3,173,450,0.384,Yes
45,3,SHASTA,1995-11-07,Shasta Union ,School Board,,Full,Gerard,Lou,Incumbent,Yes,3,171,450,0.38,Yes
45,3,SHASTA,1995-11-07,Shasta Union ,School Board,,Full,"Wederbrook, Jr.",Vernon,Criminal Investigator,No,3,106,450,0.236,No
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Bidou,Pierre T.,Retired Police Chief,No,6,2252,6734,0.334,Yes
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Ryan,Sheli R.,Parent/Biologist,No,6,1229,6734,0.183,Yes
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Lamb,Louise,Small Business Owner,No,6,1206,6734,0.179,No
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Westmoreland,Regina,Incumbent,Yes,6,1051,6734,0.156,No
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Boronkay,Michael,Educator,No,6,684,6734,0.102,No
48,3,SOLANO,1995-11-07,Benicia Unified ,School Board,,Full,Heerman,Jan,Parent/Councilperson/Designer,No,6,312,6734,0.046,No
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Van Sant,Ernest C.,Correctional Administr/Planner,No,7,1106,3666,0.302,Yes
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Gutierrez,Carlos R.,Attorney at Law,No,7,970,3666,0.265,Yes
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Riddle,Ourania,Volunteer/Journalist,No,7,520,3666,0.142,No
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Scholl,Patricia M.,Homemaker/Small Businesswoman,No,7,379,3666,0.103,No
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Williams,Georgia,"Teacher, Homemaker",No,7,298,3666,0.081,No
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Tutt,Shawn,Insurance Agent,No,7,292,3666,0.08,No
48,3,SOLANO,1995-11-07,Dixon Unified ,School Board,,Full,Mattingly,Daniel M.,Student Housing Manager,No,7,101,3666,0.028,No
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,Heumphreus,Susan,Parent/Educator,No,6,8751,42610,0.205,Yes
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,Helms,Mike,Business Representative/Educator,No,6,8398,42610,0.197,Yes
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,La Plante,Kathleen R.,Deputy District Attorney,No,6,7385,42610,0.173,Yes
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,Harris,Compton T.,Incumbent,Yes,6,6410,42610,0.15,Yes
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,Low,William,Small Business Owner,No,6,6219,42610,0.146,No
48,3,SOLANO,1995-11-07,Fairfield-Suisun Unified,School Board,,Full,Chiofalo,Aimee,Parent/Special Educator,No,6,5447,42610,0.128,No
48,3,SOLANO,1995-11-07,Solano County Office of Education,School Board,7.0,Full,Norlin,Joseph (Joe),School Board Member,No,3,3726,9616,0.387,Yes
48,3,SOLANO,1995-11-07,Solano County Office of Education,School Board,7.0,Full,Bradstreet,Ken,Special Education Teacher,No,3,3166,9616,0.329,No
48,3,SOLANO,1995-11-07,Solano County Office of Education,School Board,7.0,Full,Green,Richard,Retired Teacher-Administrator,No,3,2724,9616,0.283,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,1.0,Full,Edwards,Teena,Health Educator/Parent,No,3,662,1113,0.595,Yes
48,3,SOLANO,1995-11-07,Travis Unified,School Board,1.0,Full,Robbins,Shirley R.,School Board Member,Yes,3,388,1113,0.349,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,1.0,Full,Dogan,Shannon D.,Student,No,3,63,1113,0.057,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,Martinez,Mary Ann,School Board Member,Yes,7,667,3059,0.218,Yes
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,Christensen,Michael R.,Retired Military Veteran,No,7,548,3059,0.179,Yes
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,Sanderson,Ed,Minister and Teacher,No,7,510,3059,0.167,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,"Mc Caffrey, Sr.",Philip R.,Parent/Community Volunteer,No,7,409,3059,0.134,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,Pascznk,James J.,Incumbent,Yes,7,360,3059,0.118,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,Babb,Stephen D.,Incumbent,Yes,7,352,3059,0.115,No
48,3,SOLANO,1995-11-07,Travis Unified,School Board,2.0,Full,George,Ola M.,Educator,No,7,213,3059,0.07,No
48,3,SOLANO,1995-11-07,Vacaville Unified,School Board,1.0,Full,Bradanini,Patricia M.,Retired Educator,No,4,3104,10261,0.303,Yes
